customer_id,split,actual_subscription,subscription_label,predicted_probability,predicted_probability_x10000,predicted_probability_display,score_rank,score_percentile,selected_policy_flag,recommendation_group,score_band,score_band_tableau,age,job,marital,education,contact,month,campaign,previous,poutcome,recommended_top_5,recommended_top_10,recommended_top_15,recommended_top_20,recommended_top_25,recommended_top_30,predicted_label_0_5
test_000452,test,0,Did Not Subscribe,0.21825318,2183,21.83%,3045,0.227607206292819,0,Not Recommended,0.20 to 0.39,20% to 39%,35,admin.,single,high.school,telephone,jun,1,0,nonexistent,0,0,0,0,0,0,0
test_001674,test,0,Did Not Subscribe,0.21818686,2182,21.82%,3046,0.2273534635879218,0,Not Recommended,0.20 to 0.39,20% to 39%,53,self-employed,divorced,basic.9y,telephone,jun,1,0,nonexistent,0,0,0,0,0,0,0
test_002682,test,0,Did Not Subscribe,0.21817985,2182,21.82%,3047,0.2270997208830246,0,Not Recommended,0.20 to 0.39,20% to 39%,47,admin.,married,university.degree,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_001014,test,0,Did Not Subscribe,0.21809267,2181,21.81%,3048,0.2268459781781273,0,Not Recommended,0.20 to 0.39,20% to 39%,32,blue-collar,married,high.school,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_003689,test,0,Did Not Subscribe,0.21809258,2181,21.81%,3049,0.2265922354732301,0,Not Recommended,0.20 to 0.39,20% to 39%,30,admin.,single,university.degree,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_003410,test,0,Did Not Subscribe,0.21807656,2181,21.81%,3050,0.2263384927683329,0,Not Recommended,0.20 to 0.39,20% to 39%,40,blue-collar,married,basic.4y,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_002146,test,0,Did Not Subscribe,0.21806572,2181,21.81%,3051,0.2260847500634356,0,Not Recommended,0.20 to 0.39,20% to 39%,34,services,married,high.school,telephone,jul,1,0,nonexistent,0,0,0,0,0,0,0
test_000647,test,0,Did Not Subscribe,0.21801965,2180,21.80%,3052,0.2258310073585384,0,Not Recommended,0.20 to 0.39,20% to 39%,41,admin.,married,high.school,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_000782,test,0,Did Not Subscribe,0.2178259,2178,21.78%,3053,0.2255772646536412,0,Not Recommended,0.20 to 0.39,20% to 39%,47,admin.,married,university.degree,cellular,aug,2,0,nonexistent,0,0,0,0,0,0,0
test_002798,test,0,Did Not Subscribe,0.21775803,2178,21.78%,3054,0.2253235219487439,0,Not Recommended,0.20 to 0.39,20% to 39%,37,services,married,high.school,telephone,may,3,0,nonexistent,0,0,0,0,0,0,0
test_000209,test,0,Did Not Subscribe,0.21768239,2177,21.77%,3055,0.2250697792438467,0,Not Recommended,0.20 to 0.39,20% to 39%,27,admin.,single,high.school,cellular,may,7,1,failure,0,0,0,0,0,0,0
test_000393,test,0,Did Not Subscribe,0.21763176,2176,21.76%,3056,0.2248160365389495,0,Not Recommended,0.20 to 0.39,20% to 39%,46,admin.,married,high.school,telephone,jun,3,0,nonexistent,0,0,0,0,0,0,0
test_000119,test,0,Did Not Subscribe,0.21762258,2176,21.76%,3057,0.2245622938340522,0,Not Recommended,0.20 to 0.39,20% to 39%,31,admin.,single,university.degree,telephone,jun,1,0,nonexistent,0,0,0,0,0,0,0
test_002602,test,0,Did Not Subscribe,0.21761999,2176,21.76%,3058,0.224308551129155,0,Not Recommended,0.20 to 0.39,20% to 39%,34,admin.,married,university.degree,telephone,may,2,0,nonexistent,0,0,0,0,0,0,0
test_002373,test,0,Did Not Subscribe,0.21761246,2176,21.76%,3059,0.2240548084242578,0,Not Recommended,0.20 to 0.39,20% to 39%,47,services,divorced,high.school,telephone,may,2,0,nonexistent,0,0,0,0,0,0,0
test_001695,test,0,Did Not Subscribe,0.21745239,2175,21.75%,3060,0.2238010657193605,0,Not Recommended,0.20 to 0.39,20% to 39%,42,admin.,single,high.school,telephone,jun,3,0,nonexistent,0,0,0,0,0,0,0
test_002018,test,0,Did Not Subscribe,0.21743947,2174,21.74%,3061,0.2235473230144633,0,Not Recommended,0.20 to 0.39,20% to 39%,55,admin.,divorced,university.degree,cellular,jul,1,0,nonexistent,0,0,0,0,0,0,0
test_003330,test,0,Did Not Subscribe,0.21743146,2174,21.74%,3062,0.2232935803095661,0,Not Recommended,0.20 to 0.39,20% to 39%,27,blue-collar,single,basic.9y,telephone,jul,2,0,nonexistent,0,0,0,0,0,0,0
test_001878,test,0,Did Not Subscribe,0.21738763,2174,21.74%,3063,0.2230398376046688,0,Not Recommended,0.20 to 0.39,20% to 39%,55,blue-collar,married,basic.4y,cellular,aug,13,0,nonexistent,0,0,0,0,0,0,0
test_000476,test,0,Did Not Subscribe,0.21715808,2172,21.72%,3064,0.2227860948997716,0,Not Recommended,0.20 to 0.39,20% to 39%,32,housemaid,married,basic.4y,cellular,aug,4,0,nonexistent,0,0,0,0,0,0,0
test_000949,test,0,Did Not Subscribe,0.21712667,2171,21.71%,3065,0.2225323521948744,0,Not Recommended,0.20 to 0.39,20% to 39%,59,entrepreneur,married,high.school,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_003133,test,0,Did Not Subscribe,0.217101,2171,21.71%,3066,0.2222786094899771,0,Not Recommended,0.20 to 0.39,20% to 39%,45,blue-collar,married,basic.9y,telephone,jun,1,0,nonexistent,0,0,0,0,0,0,0
test_000350,test,0,Did Not Subscribe,0.21708322,2171,21.71%,3067,0.2220248667850799,0,Not Recommended,0.20 to 0.39,20% to 39%,34,services,married,high.school,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_003429,test,0,Did Not Subscribe,0.2170517,2171,21.71%,3068,0.2217711240801827,0,Not Recommended,0.20 to 0.39,20% to 39%,33,technician,married,university.degree,telephone,may,3,1,failure,0,0,0,0,0,0,0
test_000684,test,0,Did Not Subscribe,0.21704395,2170,21.70%,3069,0.2215173813752854,0,Not Recommended,0.20 to 0.39,20% to 39%,54,technician,married,university.degree,telephone,may,4,0,nonexistent,0,0,0,0,0,0,0
test_000694,test,0,Did Not Subscribe,0.2168666,2169,21.69%,3070,0.2212636386703882,0,Not Recommended,0.20 to 0.39,20% to 39%,47,management,divorced,university.degree,telephone,jun,3,0,nonexistent,0,0,0,0,0,0,0
test_001413,test,0,Did Not Subscribe,0.21673116,2167,21.67%,3071,0.221009895965491,0,Not Recommended,0.20 to 0.39,20% to 39%,26,technician,married,professional.course,telephone,may,3,0,nonexistent,0,0,0,0,0,0,0
test_003054,test,0,Did Not Subscribe,0.21666624,2167,21.67%,3072,0.2207561532605937,0,Not Recommended,0.20 to 0.39,20% to 39%,32,admin.,single,university.degree,telephone,may,8,0,nonexistent,0,0,0,0,0,0,0
test_003650,test,0,Did Not Subscribe,0.21657464,2166,21.66%,3073,0.2205024105556965,0,Not Recommended,0.20 to 0.39,20% to 39%,48,admin.,married,high.school,telephone,jun,1,0,nonexistent,0,0,0,0,0,0,0
test_001896,test,0,Did Not Subscribe,0.21651103,2165,21.65%,3074,0.2202486678507993,0,Not Recommended,0.20 to 0.39,20% to 39%,37,admin.,married,high.school,telephone,may,2,0,nonexistent,0,0,0,0,0,0,0
test_002215,test,0,Did Not Subscribe,0.21650958,2165,21.65%,3075,0.219994925145902,0,Not Recommended,0.20 to 0.39,20% to 39%,45,technician,married,professional.course,telephone,jun,3,0,nonexistent,0,0,0,0,0,0,0
test_000182,test,0,Did Not Subscribe,0.21647583,2165,21.65%,3076,0.2197411824410048,0,Not Recommended,0.20 to 0.39,20% to 39%,25,blue-collar,married,basic.9y,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_000640,test,0,Did Not Subscribe,0.21646841,2165,21.65%,3077,0.2194874397361076,0,Not Recommended,0.20 to 0.39,20% to 39%,32,management,single,university.degree,cellular,nov,2,0,nonexistent,0,0,0,0,0,0,0
test_003441,test,0,Did Not Subscribe,0.21641985,2164,21.64%,3078,0.2192336970312103,0,Not Recommended,0.20 to 0.39,20% to 39%,48,admin.,single,university.degree,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_000858,test,0,Did Not Subscribe,0.21632066,2163,21.63%,3079,0.2189799543263131,0,Not Recommended,0.20 to 0.39,20% to 39%,32,blue-collar,married,basic.4y,telephone,jun,2,0,nonexistent,0,0,0,0,0,0,0
test_001619,test,0,Did Not Subscribe,0.2162837,2163,21.63%,3080,0.2187262116214159,0,Not Recommended,0.20 to 0.39,20% to 39%,55,management,married,university.degree,telephone,may,3,0,nonexistent,0,0,0,0,0,0,0
test_003435,test,0,Did Not Subscribe,0.2160454,2160,21.60%,3081,0.2184724689165186,0,Not Recommended,0.20 to 0.39,20% to 39%,36,admin.,divorced,university.degree,telephone,jul,1,0,nonexistent,0,0,0,0,0,0,0
test_003615,test,0,Did Not Subscribe,0.21591094,2159,21.59%,3082,0.2182187262116214,0,Not Recommended,0.20 to 0.39,20% to 39%,36,blue-collar,married,basic.9y,telephone,may,2,0,nonexistent,0,0,0,0,0,0,0
test_002284,test,0,Did Not Subscribe,0.21586035,2159,21.59%,3083,0.2179649835067242,0,Not Recommended,0.20 to 0.39,20% to 39%,58,blue-collar,married,basic.4y,cellular,may,2,2,failure,0,0,0,0,0,0,0
test_000279,test,0,Did Not Subscribe,0.21578301,2158,21.58%,3084,0.2177112408018269,0,Not Recommended,0.20 to 0.39,20% to 39%,48,blue-collar,married,basic.9y,cellular,aug,1,0,nonexistent,0,0,0,0,0,0,0
test_003144,test,0,Did Not Subscribe,0.21569833,2157,21.57%,3085,0.2174574980969297,0,Not Recommended,0.20 to 0.39,20% to 39%,55,blue-collar,married,basic.9y,cellular,nov,2,0,nonexistent,0,0,0,0,0,0,0
test_002631,test,0,Did Not Subscribe,0.21555829,2156,21.56%,3086,0.2172037553920325,0,Not Recommended,0.20 to 0.39,20% to 39%,33,services,married,basic.4y,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_003497,test,0,Did Not Subscribe,0.21548024,2155,21.55%,3087,0.2169500126871352,0,Not Recommended,0.20 to 0.39,20% to 39%,48,blue-collar,married,unknown,telephone,aug,1,0,nonexistent,0,0,0,0,0,0,0
test_003309,test,0,Did Not Subscribe,0.21535484,2154,21.54%,3088,0.216696269982238,0,Not Recommended,0.20 to 0.39,20% to 39%,53,technician,married,high.school,telephone,may,2,0,nonexistent,0,0,0,0,0,0,0
test_000035,test,0,Did Not Subscribe,0.21530177,2153,21.53%,3089,0.2164425272773408,0,Not Recommended,0.20 to 0.39,20% to 39%,45,admin.,married,high.school,telephone,jun,5,0,nonexistent,0,0,0,0,0,0,0
test_001616,test,0,Did Not Subscribe,0.2152906,2153,21.53%,3090,0.2161887845724435,0,Not Recommended,0.20 to 0.39,20% to 39%,26,blue-collar,married,basic.4y,telephone,may,2,0,nonexistent,0,0,0,0,0,0,0
test_002828,test,0,Did Not Subscribe,0.21526751,2153,21.53%,3091,0.2159350418675463,0,Not Recommended,0.20 to 0.39,20% to 39%,44,management,married,high.school,telephone,may,3,0,nonexistent,0,0,0,0,0,0,0
test_000710,test,0,Did Not Subscribe,0.21524522,2152,21.52%,3092,0.2156812991626491,0,Not Recommended,0.20 to 0.39,20% to 39%,35,blue-collar,married,basic.9y,telephone,jun,2,0,nonexistent,0,0,0,0,0,0,0
test_000448,test,0,Did Not Subscribe,0.21521251,2152,21.52%,3093,0.2154275564577518,0,Not Recommended,0.20 to 0.39,20% to 39%,46,admin.,married,high.school,telephone,may,4,0,nonexistent,0,0,0,0,0,0,0
test_000793,test,0,Did Not Subscribe,0.21515529,2152,21.52%,3094,0.2151738137528546,0,Not Recommended,0.20 to 0.39,20% to 39%,53,technician,married,high.school,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_000275,test,0,Did Not Subscribe,0.21508713,2151,21.51%,3095,0.2149200710479574,0,Not Recommended,0.20 to 0.39,20% to 39%,29,admin.,single,high.school,telephone,may,2,0,nonexistent,0,0,0,0,0,0,0
test_001015,test,0,Did Not Subscribe,0.21492995,2149,21.49%,3096,0.2146663283430601,0,Not Recommended,0.20 to 0.39,20% to 39%,35,services,married,high.school,cellular,may,4,1,failure,0,0,0,0,0,0,0
test_002625,test,0,Did Not Subscribe,0.21488827,2149,21.49%,3097,0.2144125856381629,0,Not Recommended,0.20 to 0.39,20% to 39%,29,services,married,basic.9y,telephone,may,3,0,nonexistent,0,0,0,0,0,0,0
test_003010,test,0,Did Not Subscribe,0.21482837,2148,21.48%,3098,0.2141588429332657,0,Not Recommended,0.20 to 0.39,20% to 39%,40,technician,married,professional.course,telephone,jun,1,0,nonexistent,0,0,0,0,0,0,0
test_000073,test,0,Did Not Subscribe,0.21470103,2147,21.47%,3099,0.2139051002283684,0,Not Recommended,0.20 to 0.39,20% to 39%,54,blue-collar,married,high.school,telephone,jul,1,0,nonexistent,0,0,0,0,0,0,0
test_000993,test,0,Did Not Subscribe,0.21466394,2147,21.47%,3100,0.2136513575234712,0,Not Recommended,0.20 to 0.39,20% to 39%,37,technician,single,professional.course,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_003324,test,0,Did Not Subscribe,0.21465269,2147,21.47%,3101,0.213397614818574,0,Not Recommended,0.20 to 0.39,20% to 39%,46,services,married,unknown,cellular,aug,2,0,nonexistent,0,0,0,0,0,0,0
test_000396,test,1,Subscribed,0.2145225,2145,21.45%,3102,0.2131438721136767,0,Not Recommended,0.20 to 0.39,20% to 39%,37,entrepreneur,married,university.degree,cellular,nov,1,0,nonexistent,0,0,0,0,0,0,0
test_002586,test,0,Did Not Subscribe,0.21447864,2145,21.45%,3103,0.2128901294087795,0,Not Recommended,0.20 to 0.39,20% to 39%,53,technician,married,high.school,telephone,may,2,0,nonexistent,0,0,0,0,0,0,0
test_001630,test,0,Did Not Subscribe,0.21444546,2144,21.44%,3104,0.2126363867038823,0,Not Recommended,0.20 to 0.39,20% to 39%,36,blue-collar,married,basic.4y,telephone,jun,1,0,nonexistent,0,0,0,0,0,0,0
test_002428,test,0,Did Not Subscribe,0.21440274,2144,21.44%,3105,0.212382643998985,0,Not Recommended,0.20 to 0.39,20% to 39%,42,admin.,married,high.school,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_001553,test,0,Did Not Subscribe,0.21427527,2143,21.43%,3106,0.2121289012940878,0,Not Recommended,0.20 to 0.39,20% to 39%,36,housemaid,married,basic.4y,cellular,aug,2,0,nonexistent,0,0,0,0,0,0,0
test_003616,test,0,Did Not Subscribe,0.21426027,2143,21.43%,3107,0.2118751585891906,0,Not Recommended,0.20 to 0.39,20% to 39%,34,admin.,married,university.degree,telephone,nov,5,0,nonexistent,0,0,0,0,0,0,0
test_000968,test,0,Did Not Subscribe,0.21418017,2142,21.42%,3108,0.2116214158842932,0,Not Recommended,0.20 to 0.39,20% to 39%,47,admin.,married,university.degree,telephone,jun,2,0,nonexistent,0,0,0,0,0,0,0
test_003588,test,0,Did Not Subscribe,0.21401161,2140,21.40%,3109,0.2113676731793961,0,Not Recommended,0.20 to 0.39,20% to 39%,30,blue-collar,married,basic.4y,cellular,nov,5,0,nonexistent,0,0,0,0,0,0,0
test_000672,test,0,Did Not Subscribe,0.21392313,2139,21.39%,3110,0.2111139304744989,0,Not Recommended,0.20 to 0.39,20% to 39%,52,technician,married,professional.course,telephone,may,2,0,nonexistent,0,0,0,0,0,0,0
test_001124,test,0,Did Not Subscribe,0.21381319,2138,21.38%,3111,0.2108601877696015,0,Not Recommended,0.20 to 0.39,20% to 39%,38,blue-collar,married,basic.4y,telephone,jun,2,0,nonexistent,0,0,0,0,0,0,0
test_000467,test,0,Did Not Subscribe,0.21378948,2138,21.38%,3112,0.2106064450647043,0,Not Recommended,0.20 to 0.39,20% to 39%,27,services,single,professional.course,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_000510,test,0,Did Not Subscribe,0.21366487,2137,21.37%,3113,0.2103527023598072,0,Not Recommended,0.20 to 0.39,20% to 39%,45,services,married,basic.9y,telephone,jun,2,0,nonexistent,0,0,0,0,0,0,0
test_001112,test,0,Did Not Subscribe,0.21364172,2136,21.36%,3114,0.2100989596549098,0,Not Recommended,0.20 to 0.39,20% to 39%,49,management,married,university.degree,telephone,jun,1,0,nonexistent,0,0,0,0,0,0,0
test_001226,test,0,Did Not Subscribe,0.21358255,2136,21.36%,3115,0.2098452169500126,0,Not Recommended,0.20 to 0.39,20% to 39%,42,admin.,divorced,high.school,telephone,jul,3,0,nonexistent,0,0,0,0,0,0,0
test_002837,test,0,Did Not Subscribe,0.21348944,2135,21.35%,3116,0.2095914742451154,0,Not Recommended,0.20 to 0.39,20% to 39%,31,blue-collar,married,basic.9y,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_001249,test,0,Did Not Subscribe,0.2134802,2135,21.35%,3117,0.2093377315402181,0,Not Recommended,0.20 to 0.39,20% to 39%,39,blue-collar,divorced,basic.9y,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_001533,test,0,Did Not Subscribe,0.2133592,2134,21.34%,3118,0.2090839888353209,0,Not Recommended,0.20 to 0.39,20% to 39%,53,retired,divorced,high.school,telephone,may,5,0,nonexistent,0,0,0,0,0,0,0
test_003061,test,0,Did Not Subscribe,0.21321686,2132,21.32%,3119,0.2088302461304237,0,Not Recommended,0.20 to 0.39,20% to 39%,34,admin.,married,university.degree,telephone,jun,2,0,nonexistent,0,0,0,0,0,0,0
test_000289,test,0,Did Not Subscribe,0.2131608,2132,21.32%,3120,0.2085765034255264,0,Not Recommended,0.20 to 0.39,20% to 39%,56,blue-collar,married,basic.4y,telephone,may,3,0,nonexistent,0,0,0,0,0,0,0
test_000333,test,0,Did Not Subscribe,0.21295367,2130,21.30%,3121,0.2083227607206292,0,Not Recommended,0.20 to 0.39,20% to 39%,47,admin.,single,university.degree,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_002944,test,0,Did Not Subscribe,0.21292643,2129,21.29%,3122,0.208069018015732,0,Not Recommended,0.20 to 0.39,20% to 39%,51,admin.,married,basic.9y,telephone,may,5,0,nonexistent,0,0,0,0,0,0,0
test_002604,test,0,Did Not Subscribe,0.21269333,2127,21.27%,3123,0.2078152753108347,0,Not Recommended,0.20 to 0.39,20% to 39%,30,technician,single,professional.course,telephone,may,3,0,nonexistent,0,0,0,0,0,0,0
test_003557,test,0,Did Not Subscribe,0.21256436,2126,21.26%,3124,0.2075615326059375,0,Not Recommended,0.20 to 0.39,20% to 39%,35,admin.,divorced,university.degree,telephone,jul,1,0,nonexistent,0,0,0,0,0,0,0
test_001154,test,0,Did Not Subscribe,0.21242905,2124,21.24%,3125,0.2073077899010403,0,Not Recommended,0.20 to 0.39,20% to 39%,39,blue-collar,married,basic.4y,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_000138,test,0,Did Not Subscribe,0.21223359,2122,21.22%,3126,0.207054047196143,0,Not Recommended,0.20 to 0.39,20% to 39%,52,blue-collar,married,basic.4y,telephone,may,2,0,nonexistent,0,0,0,0,0,0,0
test_002246,test,0,Did Not Subscribe,0.21212867,2121,21.21%,3127,0.2068003044912458,0,Not Recommended,0.20 to 0.39,20% to 39%,44,admin.,divorced,unknown,telephone,jul,2,0,nonexistent,0,0,0,0,0,0,0
test_000167,test,0,Did Not Subscribe,0.21208699,2121,21.21%,3128,0.2065465617863486,0,Not Recommended,0.20 to 0.39,20% to 39%,30,student,single,unknown,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_001286,test,0,Did Not Subscribe,0.2119922,2120,21.20%,3129,0.2062928190814513,0,Not Recommended,0.20 to 0.39,20% to 39%,42,housemaid,married,university.degree,cellular,nov,1,0,nonexistent,0,0,0,0,0,0,0
test_000890,test,0,Did Not Subscribe,0.21194561,2119,21.19%,3130,0.2060390763765541,0,Not Recommended,0.20 to 0.39,20% to 39%,36,services,married,high.school,cellular,apr,1,1,failure,0,0,0,0,0,0,0
test_003805,test,0,Did Not Subscribe,0.21188302,2119,21.19%,3131,0.2057853336716569,0,Not Recommended,0.20 to 0.39,20% to 39%,29,admin.,single,university.degree,telephone,jun,2,0,nonexistent,0,0,0,0,0,0,0
test_000979,test,0,Did Not Subscribe,0.21186769,2119,21.19%,3132,0.2055315909667596,0,Not Recommended,0.20 to 0.39,20% to 39%,58,management,married,unknown,cellular,nov,2,1,failure,0,0,0,0,0,0,0
test_001494,test,0,Did Not Subscribe,0.21180624,2118,21.18%,3133,0.2052778482618624,0,Not Recommended,0.20 to 0.39,20% to 39%,46,blue-collar,married,basic.4y,telephone,jun,3,0,nonexistent,0,0,0,0,0,0,0
test_001288,test,0,Did Not Subscribe,0.2116033,2116,21.16%,3134,0.2050241055569652,0,Not Recommended,0.20 to 0.39,20% to 39%,26,technician,married,professional.course,telephone,may,2,0,nonexistent,0,0,0,0,0,0,0
test_001256,test,0,Did Not Subscribe,0.21159078,2116,21.16%,3135,0.2047703628520679,0,Not Recommended,0.20 to 0.39,20% to 39%,47,management,divorced,university.degree,telephone,jun,1,0,nonexistent,0,0,0,0,0,0,0
test_002477,test,0,Did Not Subscribe,0.21158841,2116,21.16%,3136,0.2045166201471707,0,Not Recommended,0.20 to 0.39,20% to 39%,48,blue-collar,divorced,basic.4y,telephone,jun,3,0,nonexistent,0,0,0,0,0,0,0
test_002912,test,0,Did Not Subscribe,0.21124864,2112,21.12%,3137,0.2042628774422735,0,Not Recommended,0.20 to 0.39,20% to 39%,51,retired,married,basic.9y,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_001996,test,0,Did Not Subscribe,0.2111383,2111,21.11%,3138,0.2040091347373762,0,Not Recommended,0.20 to 0.39,20% to 39%,38,technician,married,professional.course,telephone,may,2,0,nonexistent,0,0,0,0,0,0,0
test_001979,test,0,Did Not Subscribe,0.2110348,2110,21.10%,3139,0.203755392032479,0,Not Recommended,0.20 to 0.39,20% to 39%,49,services,married,high.school,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_000027,test,0,Did Not Subscribe,0.2109837,2110,21.10%,3140,0.2035016493275818,0,Not Recommended,0.20 to 0.39,20% to 39%,54,technician,married,professional.course,telephone,jun,3,0,nonexistent,0,0,0,0,0,0,0
test_002132,test,0,Did Not Subscribe,0.21097344,2110,21.10%,3141,0.2032479066226845,0,Not Recommended,0.20 to 0.39,20% to 39%,53,blue-collar,single,basic.9y,telephone,jun,3,0,nonexistent,0,0,0,0,0,0,0
test_001764,test,0,Did Not Subscribe,0.21089312,2109,21.09%,3142,0.2029941639177873,0,Not Recommended,0.20 to 0.39,20% to 39%,51,retired,married,university.degree,telephone,may,5,0,nonexistent,0,0,0,0,0,0,0
test_002025,test,0,Did Not Subscribe,0.21074982,2107,21.07%,3143,0.2027404212128901,0,Not Recommended,0.20 to 0.39,20% to 39%,35,blue-collar,married,basic.4y,telephone,jul,1,0,nonexistent,0,0,0,0,0,0,0
test_000308,test,0,Did Not Subscribe,0.21066254,2107,21.07%,3144,0.2024866785079928,0,Not Recommended,0.20 to 0.39,20% to 39%,37,admin.,single,university.degree,telephone,may,3,0,nonexistent,0,0,0,0,0,0,0
test_003681,test,0,Did Not Subscribe,0.21063639,2106,21.06%,3145,0.2022329358030956,0,Not Recommended,0.20 to 0.39,20% to 39%,41,services,married,basic.9y,telephone,may,3,0,nonexistent,0,0,0,0,0,0,0
test_000158,test,0,Did Not Subscribe,0.21052949,2105,21.05%,3146,0.2019791930981984,0,Not Recommended,0.20 to 0.39,20% to 39%,30,technician,married,university.degree,telephone,may,2,0,nonexistent,0,0,0,0,0,0,0
test_002022,test,0,Did Not Subscribe,0.21049458,2105,21.05%,3147,0.2017254503933011,0,Not Recommended,0.20 to 0.39,20% to 39%,37,admin.,married,university.degree,telephone,may,6,0,nonexistent,0,0,0,0,0,0,0
test_001950,test,0,Did Not Subscribe,0.21049187,2105,21.05%,3148,0.2014717076884039,0,Not Recommended,0.20 to 0.39,20% to 39%,32,retired,married,high.school,telephone,may,3,0,nonexistent,0,0,0,0,0,0,0
test_001778,test,0,Did Not Subscribe,0.21046455,2105,21.05%,3149,0.2012179649835067,0,Not Recommended,0.20 to 0.39,20% to 39%,40,admin.,married,university.degree,telephone,nov,1,0,nonexistent,0,0,0,0,0,0,0
test_000852,test,0,Did Not Subscribe,0.21045038,2105,21.05%,3150,0.2009642222786094,0,Not Recommended,0.20 to 0.39,20% to 39%,38,admin.,divorced,high.school,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_001868,test,0,Did Not Subscribe,0.2104417,2104,21.04%,3151,0.2007104795737122,0,Not Recommended,0.20 to 0.39,20% to 39%,36,services,married,high.school,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_002135,test,0,Did Not Subscribe,0.21024612,2102,21.02%,3152,0.200456736868815,0,Not Recommended,0.20 to 0.39,20% to 39%,36,admin.,married,university.degree,telephone,jun,3,0,nonexistent,0,0,0,0,0,0,0
test_001637,test,0,Did Not Subscribe,0.21019396,2102,21.02%,3153,0.2002029941639177,0,Not Recommended,0.20 to 0.39,20% to 39%,59,admin.,married,high.school,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_002512,test,0,Did Not Subscribe,0.21016742,2102,21.02%,3154,0.1999492514590205,0,Not Recommended,0.20 to 0.39,20% to 39%,41,unemployed,divorced,high.school,telephone,jun,1,0,nonexistent,0,0,0,0,0,0,0
test_002095,test,0,Did Not Subscribe,0.20997389,2100,21.00%,3155,0.1996955087541233,0,Not Recommended,0.20 to 0.39,20% to 39%,46,technician,married,professional.course,cellular,nov,1,0,nonexistent,0,0,0,0,0,0,0
test_000509,test,0,Did Not Subscribe,0.20996472,2100,21.00%,3156,0.199441766049226,0,Not Recommended,0.20 to 0.39,20% to 39%,52,retired,married,basic.9y,telephone,may,7,0,nonexistent,0,0,0,0,0,0,0
test_002416,test,0,Did Not Subscribe,0.2098771,2099,20.99%,3157,0.1991880233443288,0,Not Recommended,0.20 to 0.39,20% to 39%,43,blue-collar,married,basic.9y,cellular,may,6,0,nonexistent,0,0,0,0,0,0,0
test_000880,test,0,Did Not Subscribe,0.20971867,2097,20.97%,3158,0.1989342806394316,0,Not Recommended,0.20 to 0.39,20% to 39%,38,blue-collar,married,unknown,cellular,nov,1,0,nonexistent,0,0,0,0,0,0,0
test_001679,test,0,Did Not Subscribe,0.20970304,2097,20.97%,3159,0.1986805379345343,0,Not Recommended,0.20 to 0.39,20% to 39%,37,technician,married,university.degree,telephone,may,2,0,nonexistent,0,0,0,0,0,0,0
test_002165,test,0,Did Not Subscribe,0.20919342,2092,20.92%,3160,0.1984267952296371,0,Not Recommended,0.20 to 0.39,20% to 39%,39,blue-collar,married,basic.6y,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_000688,test,0,Did Not Subscribe,0.20909223,2091,20.91%,3161,0.1981730525247399,0,Not Recommended,0.20 to 0.39,20% to 39%,32,technician,single,professional.course,telephone,jun,2,0,nonexistent,0,0,0,0,0,0,0
test_003730,test,0,Did Not Subscribe,0.20907268,2091,20.91%,3162,0.1979193098198426,0,Not Recommended,0.20 to 0.39,20% to 39%,42,blue-collar,married,unknown,telephone,jun,3,0,nonexistent,0,0,0,0,0,0,0
test_002330,test,0,Did Not Subscribe,0.20904975,2090,20.90%,3163,0.1976655671149454,0,Not Recommended,0.20 to 0.39,20% to 39%,27,blue-collar,married,basic.9y,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_000895,test,0,Did Not Subscribe,0.20887758,2089,20.89%,3164,0.1974118244100482,0,Not Recommended,0.20 to 0.39,20% to 39%,35,self-employed,married,professional.course,telephone,jun,1,0,nonexistent,0,0,0,0,0,0,0
